 אמן: אפוקליפסה | הפירוש של: 'כל אחד תופס סכין פרפר כדי להרגיש חופשי' | הקשר: [וורס 2: אודימן] / אז מאה בשבילי? לא מאה בשבילך וואלה / האזור פה מסריח כמו ראשי התיבות של פרדס חנה / לחיות את הדרמה אתה לא לומד? / השיכור הזקן ששכח כבר איך לחיות עוד לא מת / כולם פה עם סגריה על האוזן יום שישי / ערסים מתקרבים לדת ילדים מעשנים חשיש / כל אחד תופס סכין פרפר כדי להרגיש חופשי / שכונה בירידה כמו פנס של מלשין / סוחר קשוח מוריד אנשים על גרם יש לו שם / ואם הרגיש שדפקו אותו גם אלוקים יהיה אשם / משקפיי שמש שחורים עם / כלב פיטבול לבן / עוד נרקומן מזריק לוריד ממזרק התרופה של הבן שלו הקטן / סמטאות מלאות בבקבוקי וודקה ריקים / חופשי חודשי לבית קברות וואלה מתאים / השכונה מתייבשת בגלל בנאדם שלא בא בטוב למקום / וכל אחד יורה כמו הגשם הראשון	משחק מילים המנגיד בין סכין לפרפר: הפרפר מסמל חירות, אך הניסיון להשיג חופש דרך אלימות עלול לחזור כבומרנג ולפגוע במשתמש עצמו.	מטאפורה לעולם הסמים וסחר ברחוב: הסכין משמשת לחיתוך סמים, ותחושת החופש מתארת את האסקפיזם והבריחה מהמציאות הקשה באמצעות שימוש בחומרים נרקוטיים.	"אזכור תרבותי לסרט ""הפרפר"" העוסק בבריחה מכלא: הצעירים בשכונה נושאים נשק קר מתוך אמונה שזה ימנע את מעצרם וישמור על חירותם."	ביקורת חברתית על תרבות הכנופיות: הנשק הקר מעניק לצעירים תחושת ביטחון מזויפת, למרות שבפועל הם נותרים כלואים במעגל של עוני ואלימות.
" אמן: טונה | הפירוש של: 'הכל שטויות שלחי לי תחתונים וגופיות' | הקשר: ['וורס א] / ראש למעלה, מהיום אני מתחיל לחיות / הכי חזק עד שיעלו הכתוביות / הכל שטויות שלחי לי תחתונים וגופיות / סוגר מסך, כל העולם מלחמת כנופיות / תמיד סלדתי משירים של זיכרון ואבל / הווי ישראלי, נרמול של דרמה שכול וסבל / אז מצאתי את עצמי ליד גיטרה, שר סהרה / לפצועים שבמקרה הטוב כדור ברגל / לא ברור כבר איזו עיר והאמת היא / אין לי תיאבון, קניתי סנדוויץ' ואכלתי חצי / יושב עם שתי בנות להיי, כמה שירים וסלפי / הן סיפרו לי איך הן שרו שמה קאובוי כל השבי / חשבתי לעצמי שהצרות שלי הן לא סחורה / שיש סיבות להתייאש אבל זו לא צורה / ד""ש לכל מי שמנסה לשמור על ראש מורם / המנצחים והפצועים, החברים, המשפחות, כולם"	"טונה מאזכר את השיר ""אין לך מה לדאוג"" מתקופת מלחמת יום הכיפורים, המציג חייל בחזית המבקש מבת זוגו פריטים בסיסיים ויומיומיים."	טונה משתמש בסלנג צבאי עכשווי מתקופת שירות המילואים שלו, המדגיש את הניתוק בין החיים הנוחים בעורף לבין המחסור בציוד בחזית.	"טונה מצטט שורה מוכרת של שב""ק ס' משנות התשעים, המבקרת את תרבות הצריכה הישראלית ואת ההתעסקות בזוטות במקום בבעיות הקיומיות."	"טונה מתייחס לשיר ""לילה שקט עבר על כוחותינו"" של מאיר אריאל, המתאר שגרה צבאית שוחקת שבה החייל נאחז בבקשות חומריות מהבית."
 אמן: פלד | הפירוש של: 'אי אפשר להחליף קבוצה עם חולצה ירוקה מייצג את הקלאן' | הקשר: [וורס 1] / חי בשביל הראפ מוכן למות בשביל המשפחה / אם תשכח מאיפה באת לך חפש ת'חברים שלך / אי אפשר להחליף קבוצה עם חולצה ירוקה מייצג את הקלאן / עדיין עושה ראפ עם החבר'ה בגארג' / עדיין עם אותם חברים מהגן / חותכים מבית ספר בטרמפים הביתה / אין דאגות גבר אקונה מטטה / אותם חברים שהיו איתי שמה / הרימו אותי גם כשהייתי למטה / מנחמיה זה ההום בייס / אגם נעלם כמו פומפיי / אכלנו סטלות כמעט אול דיי / ברזולוציה של 4קיי עוד ג'יי / יש לי חמרמורת של האוי ווי / מטאל של ההאבי עופר לוי עד לדוק דרה / אני לא שמעתי קולדפליי / בספר תורה אני לא משתנה / תהילה, הצלחה לי זה לא משנה / עזבו אותי מכל הקצורי דרך אני לא פונה / ריח של נרגילות באוויר כשהפילה פי חוזר היום לשכונה (תדליקו גחל באוויר) / חוגגים ת'חיים וואלה כל יום אצלנו מימונה (נכנסתי כמו ראש העיר) / מעדיף להפסיד איתם יחד במקום לנצח לבד / אל תשמרו לי מקום במצעד / בשביל אמא שלי אני תמיד מספר 1	פלד מצהיר על נאמנותו ארוכת השנים לקבוצת הכדורגל מכבי חיפה, אשר צבעה הרשמי והמזוהה עמה ביותר הוא ירוק.	פלד מתייחס לתקופת שירותו הקרבי במשמר הגבול, שבו המדים הירוקים סימלו עבורו תחושת אחווה ומשפחתיות בלתי ניתנת להחלפה.	פלד מאזכר את קולקטיב הראפ המקומי שבו צמח בנעוריו, אשר נהג ללבוש חולצות ירוקות כסמן היכר ברחובות העיר.	פלד רומז לתרבות צריכת הקנאביס של חבורתו, תוך שימוש מובהק בצבע הירוק כסמל מזהה לאורח החיים המשותף שלהם.
 אמן: שאטגאנז | הפירוש של: 'זוכר שעסק שחור, לפני בערך עשור, פתחו לי מייק' | הקשר: [וורס 2: טונה] / צ'ק וואן, טו / כמה פעמים הרסתי מייק - הוו / טונה מן בא כמו טייפון / מכונת זמן מג'י ספוט ישן לדיסקו פאנק בייבה / היו לילות הייתי חי בהם כמו דרקולה / חלמתי להמם את המדינה כולה / כולם יודעים על אז / טונה מן זוכר / שורף שיער על החזה כי הלב בוער / 'זוכר את רד אנד מת / זוכר שכיף זה כיף / אומרים שהנקוק הסתובב עם ג'זי ג'ף / זוכר שעסק שחור, לפני בערך עשור, פתחו לי מייק / (בנו מפלצת שקשה לעצור) / מאז בליבי היפ הופ / ועם טיפ טיפה יש ספק מי בא / אני בא כובש, לובש פראדה, וואלה / ?ט' אל המי / אמרתי / Follow me, Follow me, Follow me / היו לילות בתל אביב ועברו הרבה מים / ולא רק שחסר פה היפ-הופ / גם הארנונה בשמיים	"טונה מזכיר את תוכנית הרדיו ""עסק שחור"" בגלגלצ, שאירחה בשנת 2000 את הרכבו הראשון ""ראסטה קישקשתא"" לפריסטייל, אירוע שסימן את תחילת דרכו המוזיקלית."	"טונה מזכיר את מועדון האנדרגראונד ""עסק שחור"" בתל אביב, שאירח בתחילת שנות האלפיים את ליין האופן-מייק הראשון שלו, אירוע שסימן את פריצתו לסצנה."	"טונה מזכיר את תחנת הרדיו הפיראטית ""עסק שחור"" בירושלים, ששידרה בשנת 2000 את סקיצות הראפ הראשונות שלו, אירוע שסימן את תחילת פרסומו המחתרתי."	"טונה מזכיר את הלייבל העצמאי ""עסק שחור"" בחיפה, שהעניק לו בשנת 2000 את שעות האולפן הראשונות שלו, אירוע שסימן את תחילת דרכו המקצועית."
 אמן: עומר אדם | הפירוש של: 'איזה שכונה, יא כפית של זהב? אתה בכלל ממשמר השבעה' | הקשר: [גשר: אודיה, עומר אדם & שרק] / הייתי נוסעת אליך בשתיים בלילה, חוצה גם חצי מדינה / הייתי יורד על הברך, מבקש את ידך, פה, מול כל השכונה / איזה שכונה, יא כפית של זהב? אתה בכלל ממשמר השבעה / תשמע, תשמע, לא רוצה לחמם, אבל מה אמרה עליך / (אהא, אהא)	השורה לועגת לניסיון של עומר אדם לאמץ תדמית עממית, ומזכירה שהוא למעשה גדל במושב המבוסס משמר השבעה ונהנה מרקע סוציו-אקונומי גבוה.	השורה מבקרת את עומר אדם על נטישת הפריפריה, ומזכירה שהוא עבר להתגורר במתחם היוקרתי משמר השבעה ולכן מנותק כיום מהמציאות הסוציו-אקונומית.	"השורה עוקצת את עומר אדם על השתייכותו לאליטה, ומזכירה ש""משמר השבעה"" הוא כינוי לאמנים המרוויחים ביותר, מה שסותר את התדמית העממית שלו."	השורה מתייחסת לשירותו הצבאי של עומר אדם, ומזכירה כי תנאי השירות הנוחים שקיבל בבסיס משמר השבעה סותרים את התדמית הקשוחה שהוא מציג.
" אמן: שקל | הפירוש של: 'יְבָרֶכְךָ ה’ וְיִשְׁמְרֶךָ
 יָאֵר ה’ פָּנָיו אֵלֶיךָ וִיחֻנֶּךָּ
 יִשָּׂא ה’ פָּנָיו אֵלֶיךָ וְיָשֵׂם לְךָ שָׁלוֹם' | הקשר: [אינטרו] / יְבָרֶכְךָ ה' וְיִשְׁמְרֶךָ / יָאֵר ה' פָּנָיו אֵלֶיךָ וִיחֻנֶּךָּ / יִשָּׂא ה' פָּנָיו אֵלֶיךָ וְיָשֵׂם לְךָ שָׁלוֹם"	ציטוט של ברכת הכוהנים שהוקלט בטייק ראשון, בהשראת אישה רוחנית ומחוברת ליהדות ששקל פגש במהלך חופשה בסיני והשפיעה עליו.	ציטוט של ברכת הכוהנים שהוקלט בטייק ראשון, בהשראת סבו של שקל שהיה רב קהילה ונהג לברך אותו במילים אלו בילדותו.	ציטוט של ברכת הכוהנים שהוקלט בטייק ראשון, בהשראת שיתוף פעולה עם מקהלת חזנים מירושלים ששקל עבד איתה על פרויקט מוזיקלי.	ציטוט של ברכת הכוהנים שהוקלט בטייק ראשון, בהשראת תאונת דרכים קשה ששקל ניצל ממנה בנס והובילה אותו לתהליך התקרבות לדת.
 אמן: מיכאל סוויסה | הפירוש של: 'מעושן מריפה ומתנהג כמו קריפר' | הקשר: [וורס 1: מו ריון] / מנסה לתפוס אותה היא לא זמינה בביפר / וכשהיא לא עונה אני מרים צלצול לסיסטר / נכנס לה לדירה כאילו אני אללה איסטר / מעושן מריפה ומתנהג כמו קריפר / וכולם כבר יודעים שאין אותי / כל כך מבוקש שאפי מחפש אותי / מריח טוב אז תקסס אותי / אי אפשר לפספס אותי / נראה כמו טרוריסט על אל-אס-די / יש אותי אין אותך, יש אותך אין אותי / לא מעניין אותי מה מעניין אותך / מעניין אותך מה מעניין אותי / אין אותי, אין אותי, יש אותי, אין אותי / יש אותי	"הראפר מתאר שהוא מסטול ממריחואנה (""ריפה"") ומתנהג כמו ""קריפר"" מהמשחק מיינקראפט – דמות שמתקרבת ואז מתפוצצת – כלומר הוא נפיץ ועלול להתפוצץ על סביבתו."	"הראפר מתאר שהוא מסטול ממריחואנה (""ריפה"") שמשפיעה עליו לאט (""קריפר""), כלומר הוא חווה סאטלה הדרגתית שמתגנבת אליו וגורמת לו לאבד שליטה על התנהגותו."	"הראפר מתאר שהוא מסטול מזן קנאביס מיוחד (""ריפה"") ומתנהג כמו מטרידן (""קריפר"") שעוקב בסתר אחרי נשים, בהמשך לשורות הקודמות על הפריצה לדירתה."	"הראפר מתאר שהוא מסטול מסיגריות זולות (""ריפה"") ומתנהג כמו פושע רחוב (""קריפר"") שנע באפלה כדי להתחמק מכוחות המשטרה שמחפשים אחריו ברחבי השכונה."
 אמן: רביד פלוטניק | הפירוש של: 'כל עכבה, כל עכבה טובה,' | הקשר: ['וורס ב] / גולם מתפזר ומפזר מילים לעבר חלל האוויר, מסך עשן / גולם מתעטף שכבה קשה של הגנה, ככה לא נפגע אף פעם / תהליך זה תהליך זה תהליך, וסבלנות זה המפתח שלי להבנה / זה לטובה, יום חדש יביא אתו מתנות גדולות למפתן ביתי באהבה (באהבה) / באהבה, הכל זה אהבה הכל זה התמדה / בסוף אני אלמד בסוף אני אדע / כל עכבה, כל עכבה טובה, כל מחשבה ומחשבה שווה / חכם חושב שהוא טיפש, טיפש משוכנע שהוא גאון / גם כישלון ברכה, והקליפה שלי תבקע, כן הקליפה שלי תבקע / אני גולם רק לעת עתה, רק לעת עתה	"השורה שואבת השראה מפתגם יהודי המיוחס לחיד""א, לפיו כל עיכוב בסופו של דבר מטיב עם האדם, בהלימה מלאה למוטיב ההמתנה והסבלנות שבשיר."	השורה מתייחסת למושג הפסיכולוגי עכבה (אינהיביציה), וטוענת כי דווקא המעצורים הרגשיים של האמן הם אלו ששומרים עליו מפני פגיעה בעולם החשוף של התהילה.	השורה מתכתבת עם תפיסתו של המשורר חיים נחמן ביאליק לגבי מחסום כתיבה, ומציעה שדווקא העצירה והשתיקה האמנותית הן תהליך הכרחי ליצירת אמנות משמעותית.	השורה מהווה התייחסות אוטוביוגרפית לעיכוב הממושך בהוצאת אלבומו הרביעי, תוך הכרה בכך שהזמן שחלף אפשר לו להתבגר ולהגיע להבשלה אמנותית ואישית עמוקה יותר.
 אמן: תלא מובב | הפירוש של: 'ואם נהיה פה חם לאללה תן לי האללה מאן' | הקשר: [וורס רץ: וייב איש + קיד קופר] / פאט קפ פאט ג'וינט כמה פאט ביטים / יוצא לרחוב זה הזמן לזרוק פיסים / יורד למטה איך שיורדים התריסים / מרים שיחה לקופר תפגוש אותי במיצים / מה קורה? מה קורה? איך 'תה מבלה פליי / כל הרחובות ריקים יש לי תיק מלא ספריי / קרא לג'ייק קרא לכרוס אוקיי בתוך כדי / מגלגל לי פאט ג'יי, נשרוף 'תו כבר אחרי / יש פה אחלה רוף, אני שנייה בודק גישה חוזר / אם רצים על זה שלושה עולים לדפוק אחד שומר / מטפסים לאט מציירים מהר / ואם זה לא איזה מנאייק אפ'חד לא עוצר - רק אומר / אותיות? צ'ק, פחיות? צ'ק אה / מולוטוב לבן קפוצ'ון בלאק / לרסס כמו טק ניין רחוק מהעין / כי הקרו שלי לא שם זין / מאן זה הזמן לטפס, כולם להתאפס / הולכים לתפוס את כל הגג בלי להיתפס / שיט 'תה מוכן פאף? יו כל הזמן קיד / מסתכל מאחוריי ומצדדי תמיד / ?אז יאללה יאללה מאן מה? כולם למעלה מאן מה / ואם נהיה פה חם לאללה תן לי האללה מאן / נצמדים יפה לפלאן, השיט תופס מימדים / פתאום פנסים סירנות ושלוש במדים / דיימ, כמה ווקי טוקי יש בסלאם / הוקוס פוקוס אם צריך להיעלם / אבל מה עם כל הצבע מאן? תחביא אותו באיזה מקום / כי לא נולד הבן זונה שיחרים לי ת'כרום / וופ וופ וופ, או.טי.אף גברת / היפ אל ה-הופ  אם קולטים את הניידת / קופצים מהמרפסת וקדימה לרוץ / עכשיו הם מחפשים בפנים אבל אנחנו בחוץ / דיים סאן, קולטים את הזונות מהסייף זון / כולם להיות בהיכון עיניים על הבייקון / יו קיד ארבע ועשרים, בדיוק בזמן / יש לי מיני וואן בוא נפלוט עשן כמו מיני וואן / פאף פאף תן, אף פעם לא פיידד / מעביר לקרוס יו קיד מה אתה ילד / גאד דיים בוא כבר נסיים עם זה, שמנו את השם על זה / חצי פיס אני לא שלם עם זה / אז בדוק תשטח שוב, יו מי עושה ת'מוב / הפיס הזה יוצא החוצה גם אם צו עיקוב / שוב עולים לזרוק פצצות שמור על הגבות / גם בספוט חם לא תופסים רגליים קרות / עוברים אות אות עם המתכת / עכשיו כל העניין עומד, אפשר ללכת	"השורה מתארת מצב בו המיקום ""מתחמם"" עקב נוכחות משטרתית, והביטוי ""תן לי האללה"" משמעותו בקשת קריאת אזהרה, כתרגום לסלנג האמריקאי ""Holler at me""."	"השורה מתייחסת לאנרגיה הגבוהה ול""חום"" שנוצר במעגל סייפר, כשהביטוי ""תן לי האללה"" שואב השראה מהסלנג הערבי לבקשת עידוד אקטיבי או תמיכה מהקהל."	"השורה מתארת את הקושי הפיזי שבציור גרפיטי בקיץ הישראלי החם, כאשר המילה ""האללה"" מתייחסת לסוג פיה רחבה המשמשת למילוי צבע מהיר."	"השורה עוסקת בחשש מנשיאת חומרים לא חוקיים המכונים ""סחורה חמה"", והביטוי ""תן לי האללה"" הוא סלנג רחוב מקומי שמשמעותו העברת הג'וינט בין החברים."
 אמן: מיכאל סוויסה | הפירוש של: 'לא חי בצל של אף אחד, אבל תמיד מוקף באריות' | הקשר: [וורס 1] / תחושה רעה בבטן מסתמך על החושים / אין לי טיפת כבוד לתת לחבורת אמסיז תשושים / יא פות עם נמשים, חיפשת ביף אני הכתובת / זרקת שם שורה פרחח זה לא נגמר בקומנט / שים לב ליומן שלך זה לא חג לתחפושת / ועם שיט כזה מסריח לא תסתיר עם ים של בושם / צברת עוד אויב, הרווחתי עוד קורבן לאוסף / דפקתי 16 מגיל 13 מיין אתה לא נראה בכושר / אני במרחק שנות אור עדיף שתמשיך לחיות בחושך / משאיר ת'שם בחוץ אנ'לא אתן לך שום פרסומת / מה 'תה מתיימר לעומק / כולך מים רדודים זה לא מגיע לי לאוזן / אל תשפוט לפי הסומק אני חד עם השורות / לא חי בצל של אף אחד, אבל תמיד מוקף באריות / כותב בית רדוף רוחות משאיר דלתות פתוחות / זה לא צריך להיות סיפור רק אל תמציא שום עלילות עשה טובה	"שורת מחץ המתייחסת לראפר ""הצל"" ולקהל מעריציו המכונה ""צבא האריות"", ומבהירה שסוויסה פועל עצמאית ואינו חוסה בצלו של איש."	שורת מחץ המתייחסת למזל אריה באסטרולוגיה, ומבהירה שסוויסה פועל בגלוי ובוחר להקיף את עצמו באנשים חזקים ודומיננטיים בעלי אופי מנהיגותי.	"שורת מחץ המתייחסת לתרבות הראסטפארי ול""אריה מיהודה"", ומבהירה שסוויסה שואב השראה מאמני הרגאיי אך שומר על סגנון יצירה עצמאי לחלוטין."	"שורת מחץ המתייחסת לוותיקי סצנת הראפ המכונים ""אריות"", ומבהירה שסוויסה סלל את דרכו בעצמו מבלי להישען על הצלחתם של קודמיו."
